CIPCode,CIPArea,CIPTitle,CIPDefinition
51.0710,51,Medical Office Assistant/Specialist.,"A program that prepares individuals, under the supervision of office managers and other professionals, to perform routine administrative duties in a medical, clinical, or health care facility/system office environment.  Includes instruction in general office skills, data processing, office equipment operation, principles of medical record-keeping and business regulations, medical/clinical office procedures, and communications skills."
51.0711,51,Medical/Health Management and Clinical Assistant/Specialist.,"A program that prepares individuals, under the supervision of physicians, nurses, or other health care professionals, to perform medical office or facilities management services and perform one or more clinical allied health specialties.  Includes instruction in health care management; medical office administration; medical law and regulations; training in one or more diagnostic, treatment, therapy, or laboratory specialties at the assistant level or above; and applicable professional standards and ethics."
51.0712,51,Medical Reception/Receptionist.,"A program that prepares individuals, under the supervision of office managers, nurses, or physicians, to provide customer service, visitor reception, and patient intake and discharge services.  Includes instruction in medical office and health care facility procedures, medical terminology, interpersonal skills, record-keeping, customer service, telephone skills, data entry, interpersonal communications skills, and applicable policies and regulations."
51.0713,51,Medical Insurance Coding Specialist/Coder.,"A program that prepares individuals to perform specialized data entry, classification, and record-keeping procedures related to medical diagnostic, treatment, billing, and insurance documentation.  Includes instruction in medical records and insurance software applications, basic anatomy and physiology, medical terminology, fundamentals of medical science and treatment procedures, data classification and coding, data entry skills, and regulations relating to Medicare and insurance documentation."
51.0714,51,Medical Insurance Specialist/Medical Biller.,"A program that prepares individuals to perform and manage the medical and health insurance operations in a medical office, health care facility, health maintenance organization, or insurance provider.  Includes instruction in health and medical insurance processes; health insurance law, policy, and regulations; insurance records and paperwork administration; insurance office administration; health/medical insurance software applications; personnel supervision; business mathematics; billing and collection procedures; medical terminology; and communications skills."
51.0715,51,Health/Medical Claims Examiner.,"A program that prepares individuals to perform specialized investigatory, analytical, evaluative, and consultative functions related to health/medical insurance operations and their regulation.  Includes instruction in health and medical insurance processes and procedures, health insurance law and regulations, health care industry law, record-keeping, analytic and investigatory techniques, evaluation methods, field operations methods, office procedures, related software applications, oral and written communications skills, interviewing techniques, and professional standards and ethics."
51.0716,51,Medical Administrative/Executive Assistant and Medical Secretary.,"A program that prepares individuals to perform the duties of special assistants and personal secretaries for practicing physicians and nurses, health care facilities and services administrators, and other health care professionals.  Includes instruction in business and medical communications, medical terminology, principles of health care operations, public relations and interpersonal communications, software applications, record-keeping and filing systems, scheduling and meeting planning, applicable policy and regulations, and professional standards and ethics."
51.0717,51,Medical Staff Services Technology/Technician.,"A program that prepares individuals to perform credentialing, privileging, personnel management, and accreditation compliance services for hospitals and other health care facilities and organizations.  Includes instruction in medical staff organization and management, medical terminology, credentialing and re-credentialing, health care accreditation and regulatory standards, health care law, meeting and negotiation management, and office information systems management."
51.0718,51,Long Term Care Administration/Management.,"A program that prepares individuals to apply managerial principles to the administration of nursing homes, assisted living facilities, adult day care, home health services, and other long term care settings and agencies serving the elderly and disabled. Includes instruction in social and clinical aspects of aging, health care delivery systems, nursing home administration, assisted living administration, aging policy and government programs, ethics, business management, financial management, human resource management, marketing, and applicable laws and regulations."
51.0719,51,Clinical Research Coordinator.,"A program that prepares individuals for careers as clinical research administrators or clinical research coordinators where they work under the supervision of a Principal Investigator to organize, coordinate and administer clinical research trials. Includes instruction in pharmacology, medical terminology, foundations of clinical research, project management, ethics, research design and data management, and legal and regulatory compliance ."
51.0720,51,Regulatory Science/Affairs.,"A program that prepares individuals to manage the regulatory process for companies innovating and developing cutting edge products in science, biotechnology, pharmaceuticals, and medicine. Includes instruction in regulatory affairs, clinical documentation, human and animal subject protection, Food and Drug Administration (FDA) regulations, data management and analysis, good manufacturing practices, and quality management."
51.0721,51,Disease Registry Data Management.,"A program that prepares individuals to find, interpret, and record demographic and medical information on individuals for healthcare agencies and disease registries. Includes instruction in anatomy, data management, disease registry organization and operations, epidemiology, ethics, fundamentals of disease coding and staging, medical terminology, pathophysiology, pharmacology, physiology, quality management, and statistics."
51.0722,51,Healthcare Innovation.,"A program that prepares individuals to innovate solutions and lead change within a healthcare organization. Includes instruction in innovation management, medical device development, evidence-based practice, systems thinking, information technology, healthcare policy and finance, organizational change, and leadership."
51.0723,51,Healthcare Information Privacy Assurance and Security.,"A program that prepares individuals for careers in designing, implementing, and administering comprehensive privacy and security protection programs in all types of healthcare organizations. Includes instruction in health information ethics, healthcare information privacy and security, healthcare compliance, healthcare information security and disaster recovery, and healthcare privacy law."
51.0801,51,Medical/Clinical Assistant.,"A program that prepares individuals, under the supervision of physicians, to provide medical office administrative services and perform clinical duties including patient intake and care, routine diagnostic and recording procedures, pre-examination and examination assistance, and the administration of medications and first aid.  Includes instruction in basic anatomy and physiology; medical terminology; medical law and ethics; patient psychology and communications; medical office procedures; and clinical diagnostic, examination, testing, and treatment procedures."
51.0802,51,Clinical/Medical Laboratory Assistant.,"A program that prepares individuals, under the supervision of physicians or laboratory scientists or technologists, to perform waived testing procedures (Clinical Laboratory Improvement Amendments of 1988), phlebotomy, and other duties in support of laboratory teams.  Includes instruction in clinical procedures, various laboratory tests, laboratory mathematics, computer technology, equipment operation and maintenance, sterilization and safety, communications skills, and interpersonal skills."
51.0803,51,Occupational Therapist Assistant.,"A program that prepares individuals, under the supervision of occupational therapists, to direct patient participation in skill-enhancing, learning, and motivational tasks; correct or diminish pathologies; and to provide direct health education and promotion services.  Includes instruction in human life span development, occupational therapy principles and practice skills, treatment planning and implementation, record-keeping and documentation, patient education and intervention, activity and program direction, and assistive services management."
51.0805,51,Pharmacy Technician/Assistant.,"A program that prepares individuals, under the supervision of pharmacists, to prepare medications, provide medications and related assistance to patients, and manage pharmacy clinical and business operations.  Includes instruction in medical and pharmaceutical terminology, principles of pharmacology and pharmaceutics, drug identification, pharmacy laboratory procedures, prescription interpretation, patient communication and education, safety procedures, record-keeping, measurement and testing techniques, pharmacy business operations, prescription preparation, logistics and dispensing operations, and applicable standards and regulations."
51.0806,51,Physical Therapy Assistant.,"A program that prepares individuals, under the supervision of a physical therapist, to implement physical therapy treatment care plans, train patients, conduct treatment interventions, use equipment, and observe and record patient progress. Includes instruction in applied anatomy and physiology, behavioral sciences, biomechanics, clinical documentation, clinical pathology, communication, exercise physiology, kinesiology, neuroscience, and professional standards and ethics."
51.0809,51,Anesthesiologist Assistant.,"A program that prepares individuals to assist anesthesiologists and nurse anesthetists in developing and implementing patient anesthesia care plans, including preoperative, surgical theater, recovery room, and postoperative/intensive care procedures.  Includes instruction in patient data collection, catheter insertion, airway management and drug administration, assisting the administration and monitoring of regional and peripheral nerve blockades, support therapy, adjusting anesthetic levels during surgery, interoperative monitoring, postoperative procedures, pain clinics and patient education, and administrative tasks."
51.0810,51,Emergency Care Attendant (EMT Ambulance).,"A program that prepares individuals to assist licensed EMTs, under the supervision of a physician, to prepare and transport ill or injured patients, and to operate emergency vehicles and equipment such as life support units.  Includes instruction in first aid and emergency medicine field techniques, patient stabilization and care, medical field communications, equipment operation and maintenance, emergency vehicle operation, and applicable standards and regulations."
51.0811,51,Pathology/Pathologist Assistant.,"A program that prepares individuals, under the supervision of pathologists, to assist in the performance of autopsies, obtaining and preparing surgical specimens, preparing autopsy reports, and interacting with other clinicians, officials, and individuals.  Includes instruction in anatomy; physiology; medical terminology; general, systemic, forensic, and pediatric pathology; autopsy procedures; surgical technique; medical photography; tissue preparation; record keeping and laboratory administration; interpersonal skills; and applicable standards and regulations."
51.0812,51,Respiratory Therapy Technician/Assistant.,"A program that prepares individuals to administer general respiratory care procedures under the supervision of respiratory therapists in a variety of clinical settings.  Includes instruction in patient data collection and monitoring, airway management, installation of nebulizers and other respiratory assistance devices, application and monitoring of breathing gases, equipment operation and maintenance, safety and sanitation procedures, and applicable regulations."
51.0813,51,Chiropractic Technician/Assistant.,"A program that prepares individuals, under the supervision of a chiropractor, to provide patient management, examination, and treatment services.  Includes instruction in the principles and procedures of chiropractic, radiographic X-Ray procedures and techniques, X-Ray film analysis and media studies, orthopedic and neurological testing, clinical laboratory procedures, patient management and education, office administrative skills, and applicable law and regulations."
51.0814,51,Radiologist Assistant.,"A program that prepares individuals, under the supervision of a physician, to perform patient assessment, patient management, selected imaging procedures and to make initial observations of diagnostic images. Includes instruction in radiologic procedures and techniques, cross sectional anatomy, pharmacology, pathophysiology, patient assessment, patient care and management, and radiation biology."
51.0815,51,Lactation Consultant.,"A program that prepares individuals to provide lactation management services and breastfeeding support to women, and to work as a Lactation Consultant in a variety of clinical settings. Includes instruction in anatomy and physiology of lactation, nutrition, breastfeeding techniques and technologies, common concerns and solutions, management of special situations, breastfeeding instruction, professional and legal concerns, and advocacy."
51.0816,51,Speech-Language Pathology Assistant.,"A program that prepares individuals, under the supervision of speech-language pathologists, to assist in the provision of speech-language pathology services to individuals of all ages, including screenings and assessments, following treatment plans or protocols, documenting and reporting patient performance, performing checks and maintenance of equipment, and providing support in research projects.  Includes instruction in speech and language development, phonetics, childhood and adult communication disorders, speech and hearing screening, and clinical procedures in speech-language pathology."
51.0901,51,Cardiovascular Technology/Technologist.,"A program that prepares individuals to perform invasive, noninvasive, and peripheral examinations of the cardiovascular system at the request of physicians to aid in diagnoses and therapeutic treatments. Includes instruction in reviewing and recording patient histories and clinical data, patient care, investigative and examination procedures, diagnostic procedures, data analysis and documentation, physician consultation, equipment operation and monitoring, and professional standards and ethics."
51.0902,51,Electrocardiograph Technology/Technician.,"A program that prepares individuals, under the supervision of physicians and nurses, to administer EKG and ECG diagnostic examinations and report results to the treatment team.  Includes instruction in basic anatomy and physiology, the cardiovascular system, medical terminology, cardiovascular medications and effects, patient care, EKG and ECG administration, equipment operation and maintenance, interpretation of cardiac rhythm, patient record management, and professional standards and ethics."
51.0903,51,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,"A program that prepares individuals, under the supervision of a physician, to study and record electrical activity in the brain and nervous system for purposes of patient monitoring and supporting diagnoses. Includes instruction in patient communication and care; taking and abstracting patient histories; application of recording electrodes; EEG, EP, and PSG equipment operation and procedural techniques; and data recording and documentation."
51.0904,51,Emergency Medical Technology/Technician (EMT Paramedic).,"A program  that prepares individuals, under the remote supervision of physicians, to recognize, assess, and manage medical emergencies in prehospital settings and to supervise Ambulance personnel.  Includes instruction in basic, intermediate, and advanced EMT procedures; emergency surgical procedures; medical triage; rescue operations; crisis scene management and personnel supervision; equipment operation and maintenance; patient stabilization, monitoring, and care; drug administration; identification and preliminary diagnosis of diseases and injuries; communication and computer operations; basic anatomy, physiology, pathology, and toxicology; and professional standards and regulations."
51.0905,51,Nuclear Medical Technology/Technologist.,"A program that prepares individuals, under the supervision of physicians, to employ radioactive and stable nuclides in diagnostic evaluations and therapeutic applications while monitoring for patient health and safety.  Includes instruction in nuclear physics, health physics, instrumentation and statistics, biochemistry, immunology, radiopharmacology, radiation biology, clinical nuclear medicine, radionuclide therapy, computer applications, safety regulations, equipment operation, quality control, laboratory procedures, taking patient histories, patient evaluation and monitoring, emergency first aid, administration and record-keeping, and personnel supervision."
51.0906,51,Perfusion Technology/Perfusionist.,"A program that prepares individuals, under the supervision of physicians and nurses, to operate extracorporeal circulation and autotransfusion equipment during medical procedures and surgeries where the support or temporary replacement of a patient's own respiratory or circulatory system is required.  Includes instruction in equipment selection and operation, physician and medical team consultation, patient condition monitoring, procedural techniques, and principles of respiratory and circulatory physiology."
51.0907,51,Medical Radiologic Technology/Science - Radiation Therapist.,"A program that prepares individuals to administer prescribed courses of radiation treatment, manage patients undergoing radiation therapy, and maintain pertinent records.  Includes instruction in applied anatomy and physiology, oncologic pathology, radiation biology, radiation oncology procedures and techniques, radiation dosimetry, tumor localization, treatment planning, patient communication and management, data collection, record-keeping, and applicable standards and regulations."
51.0908,51,Respiratory Care Therapy/Therapist.,"A program that prepares individuals, under the supervision of physicians, to assist in developing respiratory care plans, administer respiratory care procedures, supervise personnel and equipment operation, maintain records, and consult with other health care team members.  Includes instruction in the applied basic biomedical sciences; anatomy, physiology, and pathology of the respiratory system; clinical medicine; therapeutic procedures; clinical expressions; data collection and record-keeping; patient communication; equipment operation and maintenance; personnel supervision; and procedures for special population groups."
51.0909,51,Surgical Technology/Technologist.,"A program that prepares individuals, under the supervision of physicians and surgical nurses, to maintain, monitor, and enforce the sterile field and adherence to aseptic technique by preoperative, surgical team, and postoperative personnel.  Includes instruction in instrument and equipment sterilization and handling, surgical supplies management, wound exposure and closure, surgical computer and robot operation and monitoring, maintenance of hemostasis, and patient and team scrubbing."
51.0910,51,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,"A program that prepares individuals, under the supervision of physicians, to utilize medical ultrasound techniques to gather sonographic data used to diagnose a variety of conditions and diseases.  Includes instruction in obtaining, reviewing, and integrating patient histories and data; patient instruction and care; anatomic, physiologic and pathologic data recording; sonographic data processing; sonography equipment operation; and professional standards and ethics."
51.0911,51,Radiologic Technology/Science - Radiographer.,"A program that prepares individuals, under the supervision of physicians, to provide medical imaging services to patients and attending health care professionals.  Includes instruction in applied anatomy and physiology, patient positioning, radiographic technique, radiation biology, safety and emergency procedures, equipment operation and maintenance, quality assurance, patient education, and medical imaging/radiologic services management."
51.0912,51,Physician Associate/Assistant.,"A program that prepares individuals to practice medicine, including diagnoses and treatment therapies, under the supervision of a physician.  Includes instruction in the basic medical and clinical sciences and specialized preparation in fields such as family medicine, pediatrics, obstetrics, gynecology, general surgery, psychiatry, and behavioral medicine; the delivery of health care services to homebound patients, rural populations, and underserved populations; and community health services."
51.0913,51,Athletic Training/Trainer.,"A program that prepares individuals to work in consultation with, and under the supervision of physicians to prevent and treat sports injuries and associated conditions.  Includes instruction in the identification, evaluation, and treatment of athletic injuries and illnesses; first aid and emergency care; therapeutic exercise; anatomy and physiology; exercise physiology; kinesiology and biomechanics; nutrition; sports psychology; personal and community health; knowledge of various sports and their biomechanical and physiological demands; and applicable professional standards and regulations."
51.0914,51,Gene/Genetic Therapy.,"A program that focuses on the application of genetics to the therapeutic treatment of diseases and inherited abnormalities through the targeted modification of gene expression, and prepares individuals to administer genetic therapies.  Includes instruction in medical genetics, genome analysis, pharmacology of gene transfer, viral vectors, nonviral therapeutic techniques, genetic screening, targeted gene delivery, vector production, safety and quality assurance, clinical trials management, and bioethics."
51.0915,51,Cardiopulmonary Technology/Technologist.,"A program that prepares individuals, under the supervision of physicians and nurses, to perform both cardiovascular and pulmonary diagnostic and therapeutic procedures.  Includes instruction in cardiopulmonary pharmacology; anatomy and physiology of the heart, peripheral vascular system, and lungs; pulmonary and cardiovascular disease and dysfunction; peripheral vascular Doppler procedures; invasive and non-invasive cardiology; pulmonary function tests; blood gas analysis; echocardiograph procedures; bronchoscopy; patient management; patient history taking and record-keeping; applications to clinical research; and emergency procedures."
51.0916,51,Radiation Protection/Health Physics Technician.,"A program that prepares individuals, under the supervision of health physicists, occupational safety and health specialists, and public health officials, to monitor and control radiation exposure and implement preventive measures in health care, work, and natural environments.  Includes instruction in radiation physics, environmental radioactivity, radiological instrumentation, electronics of radiation detection equipment, radioactive waste management and control, safety and handling procedures, decontamination procedures, radioactivity testing and analysis, and communications skills."
51.0917,51,Polysomnography.,"A program that prepares individuals to work under the supervision of a physician to provide comprehensive evaluation and treatment of sleep disorders. Includes instruction in human anatomy and physiology, polysomnographic technology, polysomnography scoring, neuroanatomy and neurophysiology of sleep, sleep disorders, and medical terminology."
51.0918,51,Hearing Instrument Specialist.,"A program that prepares individuals to test the hearing of, and to select, fit and dispense appropriate hearing aids for, patients. Includes instruction in acoustics, anatomy and physiology of the ear, hearing testing, hearing aid fitting and technology, health promotion and rehabilitation, counseling and communication, business management, and professional ethics."
51.0919,51,Mammography Technology/Technician.,"A program that prepares registered radiographers to become registered mammographers. Includes instruction in anatomy and physiology, mammography instrumentation, mammography positioning, principles and procedures of mammography, and quality assurance."
51.0920,51,Magnetic Resonance Imaging (MRI) Technology/Technician.,"A program that prepares individuals who are AART-certified radiological technicians to utilize MRI technology to obtain still and moving images of various vascular structures in the human body that aid the physician in the diagnosis or treatment of disease and injury. Includes instruction in MRI imaging, sectional anatomy and pathology, MRI technology, MRI techniques and procedures, MRI physics, and clinical training."
51.0921,51,Hyperbaric Medicine Technology/Technician.,"A program that prepares individuals, under the supervision of physicians, to operate hyperbaric (recompression) chambers for the treatment of disease. Includes instruction in patient assessment and management, hyperbaric safety, physics of hyperbaric and hypobaric exposures, physiology, hyperbaric chamber operation, and air decompression procedures."
51.0922,51,Intraoperative Neuromonitoring Technology/Technician.,"A program that prepares individuals, under the supervision of physicians, to become neuromonitoring technicians who analyze, monitor, and record nervous system function to promote the effective treatment of pathological conditions. Includes instruction in EEG technology, EMG technology, anatomy, and neuroanatomy."
51.0923,51,Orthopedic Technology/Technician.,"A program that prepares individuals, under the supervision of physicians, to cast, splint, and brace orthopedic injuries. Includes instruction in patient assessment; casting, splinting, and orthopedic appliances; radiographic interpretation; traction; and wound care."
51.1001,51,Blood Bank Technology Specialist.,"A program that prepares individuals to perform routine and specialized blood testing procedures, collect and process blood donations, and support physicians and other clinicians administering transfusion therapy.  Includes instruction in basic cellular biology, immunohematology, blood bank procedures, blood typing, antigen and antibody identification tests, hemolytic and transfusion responses and diseases, donor selection, blood drawing and storage, blood separation, viral marker testing, laboratory and personnel supervision, safety and sterilization, and applicable laws and regulations."
51.1002,51,Cytotechnology/Cytotechnologist.,"A program that prepares individuals to work with pathologists to detect changes in body cells that may indicate, and permit diagnosis of, the early development of cancers and other diseases.  Includes instruction in biochemistry, microbiology, applied mathematics, microscopy, slide preparation, identification of cellular structures and abnormalities, and laboratory procedures and safety."
51.1003,51,Hematology Technology/Technician.,"A program that prepares individuals, under the supervision of clinical laboratory scientists and health care professionals, to perform tests and analyses of blood samples.  Includes instruction in clinical laboratory procedures; blood anatomy and physiology; cellular and molecular biology; blood pathology and disease indicators; quantitative, qualitative, and coagulation testing methodologies; equipment operation and maintenance; and record-keeping."
51.1004,51,Clinical/Medical Laboratory Technician.,"A program that prepares individuals, under the supervision of clinical laboratory scientists/medical technologists, to perform routine medical laboratory procedures and tests and to apply preset strategies to record and analyze data.  Includes instruction in general laboratory procedures and skills; laboratory mathematics; medical computer applications; interpersonal and communications skills; and the basic principles of hematology, medical microbiology, immunohematology, immunology, clinical chemistry, and urinalysis."
51.1005,51,Clinical Laboratory Science/Medical Technology/Technologist.,"A program that prepares individuals to conduct and supervise complex medical tests, clinical trials, and research experiments; manage clinical laboratories; and consult with physicians and clinical researchers on diagnoses, disease causation and spread, and research outcomes. Includes instruction in the theory and practice of hematology, clinical chemistry, microbiology, immunology, immunohematology, physiological relationships to test results, laboratory procedures and quality assurance controls, test and research design and implementation, analytic techniques, laboratory management, data development and reporting, medical informatics, and professional standards and regulations."
51.1006,51,Ophthalmic Laboratory Technology/Technician.,"A program that prepares individuals, under the supervision of ophthalmologists and optometrists, to cut, grind, edge, and finish corrective lenses and to fabricate eyewear.  Includes instruction in optical theory, applied mathematics, lens surfacing and finishing, tinting and coating, impact resistance treatment and testing, frame construction and repair, prescription interpretation, equipment operation and maintenance, follow-up adjustment, record-keeping, and laboratory safety procedures."
51.1007,51,Histologic Technology/Histotechnologist.,"A program that prepares individuals, at the request of physicians, researchers, and laboratory scientists, to identify tissue structures and cell components and relate these findings to physiological functions and to the detection and diagnosis of diseases and other abnormalities.  Includes instruction in medical chemistry, histochemistry, biochemistry, anatomy, physiology, medical informatics, applied mathematics, electron microscopy, instrumentation, quality control procedures, data recording and analysis, laboratory administration, medical terminology, and professional standards and ethics."
51.1008,51,Histologic Technician.,"A program that prepares individuals, under the supervision of histotechnologists and other clinical laboratory scientists, to prepare and process tissue samples and perform routine histologic procedures and tests.  Includes instruction in fixation, dehydration, embedding, sectioning, decalcification, microincineration, mounting, routine and special steaming, laboratory mathematics, laboratory procedures and safety, instrumentation and microscopy, computer applications, preparation of museum specimens, and recording and administrative procedures."
51.1009,51,Phlebotomy Technician/Phlebotomist.,"A program that prepares individuals, under the supervision of physicians and other health care professionals, to draw blood samples from patients using a variety of intrusive procedures.  Includes instruction in basic vascular anatomy and physiology, blood physiology, skin puncture techniques, venipuncture, venous specimen collection and handling, safety and sanitation procedures, and applicable standards and regulations."
51.1010,51,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.,"A program that prepares individuals to perform analyses of the human genome and chromosomes for the research and diagnosis of genetic diseases and defects, in preparation for organ transplants, and in support of treatments for cancers and leukemias.  Includes instruction in chromosome analysis, fluorescent in situ hybridization (FISH), molecular genetic techniques, cytotechnology, and photomicrography."
51.1011,51,Renal/Dialysis Technologist/Technician.,"A program that prepares individuals to administer hemodialysis treatments to patients with renal failure under the supervision of a nurse or physician.  Includes instruction in basic anatomy and physiology, dialysis prescription interpretation, dialysite preparation, extracorporeal circuit and dialyzer set-up and maintenance, equipment monitoring, patient preparation, taking vital signs, documentation and communication, venipuncture and local anesthesia administration, emergency intervention, safety and sanitation, and professional standards and ethics."
51.1012,51,Sterile Processing Technology/Technician.,"A program that prepares individuals to clean, sterilize, and assemble surgical instruments, equipment, and supplies for use in operating rooms and other medical and surgical facilities. Includes instruction in sterilization; infection control; decontamination; and surgical instrumentation processing, distribution, and record-keeping."
51.1101,51,Pre-Dentistry Studies.,A program that prepares individuals for admission to a professional program in dentistry.
51.1102,51,Pre-Medicine/Pre-Medical Studies.,"A program that prepares individuals for admission to a professional program in medicine, osteopathic medicine, or podiatric medicine."
51.1103,51,Pre-Pharmacy Studies.,A program that prepares individuals for admission to a professional program in pharmacy.
51.1105,51,Pre-Nursing Studies.,A program that prepares individuals for admission to a professional program in Nursing.
51.1106,51,Pre-Chiropractic Studies.,A program that prepares individuals for admission to a professional program in chiropractic medicine.
51.1107,51,Pre-Occupational Therapy Studies.,A program that prepares individuals for admission to a professional program in occupational therapy.
51.1108,51,Pre-Optometry Studies.,A program that prepares individuals for admission to a professional program in optometry.
51.1109,51,Pre-Physical Therapy Studies.,A program that prepares individuals for admission to a professional program in physical therapy.
51.1110,51,Pre-Art Therapy.,A program that prepares individuals for admission to a professional art therapy program.
51.1111,51,Pre-Physician Assistant.,A program that prepares individuals for admission to a professional physician assistant program.
51.1201,51,Medicine.,"A program that prepares individuals for the independent professional practice of medicine, involving the prevention, diagnosis, and treatment of illnesses, injuries, and other disorders of the human body. Includes instruction in the basic medical sciences, clinical medicine, examination and diagnosis, patient communications, medical ethics and law, professional standards, and rotations in specialties such as internal medicine, surgery, pediatrics, obstetrics and gynecology, orthopedics, neurology, ophthalmology, radiology, clinical pathology, anesthesiology, family medicine, and psychiatry."
51.1202,51,Osteopathic Medicine/Osteopathy.,"A program that prepares individuals for the independent professional practice of osteopathic medicine, involving a combination of medical principles and procedures and osteopathic principles of holistic medicine and the relationship of the musculoskeletal system to general health.  Includes instruction in the basic medical sciences, preventive medicine, family and community medicine, medical informatics, disease systems, organ and physiologic systems, osteopathic principles and practice, osteopathic manipulative treatment, musculoskeletal and skin systems, clinical specialty rotations, medical ethics, and professional standards and practice management."
51.1203,51,Podiatric Medicine/Podiatry.,"A program that prepares individuals for the independent professional practice of podiatric medicine, involving the prevention, diagnosis, and treatment of diseases, disorders, and injuries to the foot and lower extremities.  Includes instruction in the basic medical sciences, anatomy of the lower extremity, functional orthopedics, foot biomechanics, podiatric radiology, dermatology, podiatric surgery, podopediatrics, sports medicine, physical diagnosis, emergency medicine and traumatology, practice management, and professional standards and ethics."
51.1401,51,Medical Science/Scientist.,"An undifferentiated clinical science program that prepares clinicians to conduct clinical and translational research in various areas. Note: programs that prepare clinicians to conduct research in specific scientific fields should report under the relevant CIP code series (e.g., Series 26 Biological and Biomedical Sciences)."
51.1402,51,Clinical and Translational Science.,"A program of study that prepares clinicians to direct a broad range of scientific or clinical or translational studies, translate scientific knowledge into clinical practice, and bridge clinical science with laboratory investigations. Includes instruction in bioinformatics, Information technology, biostatistics, epidemiology, grant writing, management and analysis of clinical data, clinical and translational research law and policy, responsible conduct of research, and scientific writing."
51.1403,51,Pain Management.,"A post-residency program of study that prepares physicians in the diagnosis, management, and treatment of acute and chronic pain. Includes instruction in anesthesiology, pain assessment, pain classification and diagnosis, pain neuroscience, palliative and end-of-life care, physical medicine and rehabilitation, psychiatry of pain, pain pharmacology, public policy, and legal issues of pain management."
51.1404,51,Temporomandibular Disorders and Orofacial Pain.,"A program that prepares clinicians to evaluate, diagnose, and treat of a wide variety of temporomandibular disorders (TMD) and orofacial pain disorders as well as the treatment of sleep apnea and snoring with intraoral appliances. Includes instruction in head and neck anatomy, physical diagnosis and evaluation, orofacial pain, neurobiology of pain and analgesia, and diagnostic radiography."
51.1405,51,Tropical Medicine.,"A program that prepares clinicians to prevent and control vector-borne and tropical infectious diseases. Includes instruction in microbiology, parasitology, mycology, virology, vector biology, vaccinology, laboratory diagnosis, travelers' health, epidemiology, and disease management."
51.1501,51,Substance Abuse/Addiction Counseling.,"A program that prepares individuals to help prevent substance abuse, counsel individuals and families with drug and alcohol problems, and perform intervention and therapeutic services for persons suffering from addiction.  Includes instruction in individual and group counseling skills, psychology of addiction, sociology, crisis intervention, substance abuse identification methodologies, substance abuse treatment modalities, substance abuse prevention and treatment resources, pharmacology and behavioral aspects of abused substances, treatment evaluation, patient observation and education, group dynamics, professional standards and ethics, and applicable law and regulations."
51.1502,51,Psychiatric/Mental Health Services Technician.,"A program that prepares individuals, under the supervision of psychiatrists, psychologists, nurses, and other mental health care professionals, to provide direct patient care services, assist in developing and implementing treatment plans, administer medications, and perform related administrative functions.  Includes instruction in mental health theory, applied psychopathology, patient communication and management, crisis intervention, psychotropic medication, mental health treatment procedures, substance abuse, record-keeping, clinical administrative skills, and applicable standards and regulations."
51.1503,51,Clinical/Medical Social Work.,"A program that prepares individuals for the specialized professional practice of social work, in collaboration with other health care professionals, in hospitals and other health care facilities and organizations.  Includes instruction in social work, psychiatric case work, clinical interviewing techniques, therapeutic intervention strategies, patient testing and evaluation, patient and family counseling, social rehabilitation, patient care planning, record-keeping, and support services liaison."
51.1504,51,Community Health Services/Liaison/Counseling.,"A program that prepares individuals to serve as facilitators, advocates, and referral professionals linking health care and related social services with affected recipient communities.  Includes instruction in public and community health, human and social services, health services administration, group counseling, health education, group advocacy, cross-cultural and multilingual communication, and applicable laws and policies."
51.1505,51,Marriage and Family Therapy/Counseling.,"A program that prepares individuals for the independent professional practice of marriage and family therapy, involving the diagnosis of cognitive, affective, and behavioral domain disorders, both mental and emotional, within the context of marriage and family systems and the application of short- and long-term therapeutic strategies in family group contexts.  Includes instruction in psychotherapy, family systems and studies, small group intervention and therapy, marital problems, depression, identification of psychopathologies and behavioral disorders, holistic health care, practice management, applicable regulations, and professional standards and ethics."
51.1506,51,Clinical Pastoral Counseling/Patient Counseling.,"A program that prepares individuals, including but not limited to, ordained clergy and other counseling professionals to respond to the emotional and/or spiritual needs of patients and families in health care emergencies and other situations, and to consult with and counsel other health care professionals. Includes instruction in advanced interpersonal communication; individual and small group counseling; interdisciplinary teamwork; crisis management; extended care relationships; self-analysis; medical ethics; pastoral care art; spiritual dimensions of human growth and health; counseling psychology and therapy; and applications to grief, death, emotional collapse, injury, individual/family adjustment, and chronic illness situations."
51.1507,51,Psychoanalysis and Psychotherapy.,"A program that prepares individuals to practice the provision of psychoanalytic counseling to individuals and groups based on the psychodynamic principles evolved from authorities such as Freud, Adler, and Jung.  Includes instruction in self-analysis, personality theory, dream analysis, free association and transference theory and techniques, psychodynamic theory, developmental processes, applications to specific clinical conditions, practice management, and professional standards and ethics."
51.1508,51,Mental Health Counseling/Counselor.,"A program that prepares individuals to provide evaluations, referrals, and short-term counseling services to help people prevent or remediate personal problems, conflicts, and emotional crises.  Includes instruction in human development, psychopathology, individual and group counseling, personality theory, career assessment, patient screening and referral, observation and testing techniques, interviewing skills, professional standards and ethics, and applicable laws and regulations."
